full_name,email,country,political_group,national_party,id,profile_url
Emma FOURREAU,emma.fourreau@europarl.europa.eu,FRA,The Left,org/6878,256913,https://www.europarl.europa.eu/meps/en/256913
Thomas GEISEL,thomas.geisel@europarl.europa.eu,DEU,NI,org/6850,256939,https://www.europarl.europa.eu/meps/en/256939
Leoluca ORLANDO,leoluca.orlando@europarl.europa.eu,ITA,Greens/EFA,org/6826,2152,https://www.europarl.europa.eu/meps/en/2152
Sandra GÓMEZ LÓPEZ,sandra.gomezlopez@europarl.europa.eu,ESP,S&D,org/6667,256997,https://www.europarl.europa.eu/meps/en/256997
Isabel WISELER-LIMA,isabel.wiseler@europarl.europa.eu,LUX,EPP,org/6683,197421,https://www.europarl.europa.eu/meps/en/197421
Paulo CUNHA,pauloalexandre.matoscunha@europarl.europa.eu,PRT,EPP,org/6705,257078,https://www.europarl.europa.eu/meps/en/257078
Dario NARDELLA,dario.nardella@europarl.europa.eu,ITA,S&D,org/6675,257111,https://www.europarl.europa.eu/meps/en/257111
Davor Ivo STIER,davorivo.stier@europarl.europa.eu,HRV,EPP,org/6734,119435,https://www.europarl.europa.eu/meps/en/119435
Charles GOERENS,charles.goerens@europarl.europa.eu,LUX,Renew,org/6682,840,https://www.europarl.europa.eu/meps/en/840
Malika SOREL,malika.sorel@europarl.europa.eu,FRA,NI,org/7023,256871,https://www.europarl.europa.eu/meps/en/256871
Benoit CASSART,benoit.cassart@europarl.europa.eu,BEL,Renew,org/6756,256891,https://www.europarl.europa.eu/meps/en/256891
András Tivadar KULJA,andras.kulja@europarl.europa.eu,HUN,EPP,org/6847,256864,https://www.europarl.europa.eu/meps/en/256864
Oliver SCHENK,oliver.schenk@europarl.europa.eu,DEU,EPP,org/6771,256979,https://www.europarl.europa.eu/meps/en/256979
Michael GAHLER,michael.gahler@europarl.europa.eu,DEU,EPP,org/6771,2341,https://www.europarl.europa.eu/meps/en/2341
Stefan KÖHLER,stefan.koehler@europarl.europa.eu,DEU,EPP,org/6776,256973,https://www.europarl.europa.eu/meps/en/256973
Milan UHRÍK,milan.uhrik@europarl.europa.eu,SVK,ESN,org/6895,197763,https://www.europarl.europa.eu/meps/en/197763
Hilde VAUTMANS,hilde.vautmans@europarl.europa.eu,BEL,Renew,org/7991,130100,https://www.europarl.europa.eu/meps/en/130100
Ilia LAZAROV,ilia.lazarov@europarl.europa.eu,BGR,EPP,org/6783,257261,https://www.europarl.europa.eu/meps/en/257261
Zoltán TARR,zoltan.tarr@europarl.europa.eu,HUN,EPP,org/6847,256863,https://www.europarl.europa.eu/meps/en/256863
Łukasz KOHUT,lukasz.kohut@europarl.europa.eu,POL,EPP,org/6836,197523,https://www.europarl.europa.eu/meps/en/197523
Silvia SARDONE,silvia.sardone@europarl.europa.eu,ITA,PfE,org/6870,197578,https://www.europarl.europa.eu/meps/en/197578
Dariusz JOŃSKI,dariusz.jonski@europarl.europa.eu,POL,EPP,org/7979,257031,https://www.europarl.europa.eu/meps/en/257031
David CASA,david.casa@europarl.europa.eu,MLT,EPP,org/6690,28122,https://www.europarl.europa.eu/meps/en/28122
Flavio TOSI,flavio.tosi@europarl.europa.eu,ITA,EPP,org/6744,124795,https://www.europarl.europa.eu/meps/en/124795
Dennis RADTKE,dennis.radtke@europarl.europa.eu,DEU,EPP,org/6771,188945,https://www.europarl.europa.eu/meps/en/188945
Roberto VANNACCI,roberto.vannacci@europarl.europa.eu,ITA,NI,org/6870,257125,https://www.europarl.europa.eu/meps/en/257125
Francisco José MILLÁN MON,francisco.millanmon@europarl.europa.eu,ESP,EPP,org/6666,28400,https://www.europarl.europa.eu/meps/en/28400
Emil RADEV,emil.radev@europarl.europa.eu,BGR,EPP,org/6761,124850,https://www.europarl.europa.eu/meps/en/124850
Michael MCNAMARA,michael.mcnamara@europarl.europa.eu,IRL,Renew,org/6739,257300,https://www.europarl.europa.eu/meps/en/257300
Nicolae ȘTEFĂNUȚĂ,nicolae.stefanuta@europarl.europa.eu,ROU,Greens/EFA,org/6798,58766,https://www.europarl.europa.eu/meps/en/58766
Pascal CANFIN,pascal.canfin@europarl.europa.eu,FRA,Renew,org/6935,96711,https://www.europarl.europa.eu/meps/en/96711
Raffaele STANCANELLI,raffaele.stancanelli@europarl.europa.eu,ITA,PfE,org/6870,197825,https://www.europarl.europa.eu/meps/en/197825
Lina GÁLVEZ,lina.galvezmunoz@europarl.europa.eu,ESP,S&D,org/6667,197702,https://www.europarl.europa.eu/meps/en/197702
Nicolás GONZÁLEZ CASARES,nicolas.casares@europarl.europa.eu,ESP,S&D,org/6667,197718,https://www.europarl.europa.eu/meps/en/197718
Lynn BOYLAN,lynn.boylan@europarl.europa.eu,IRL,The Left,org/6740,124984,https://www.europarl.europa.eu/meps/en/124984
Aurore LALUCQ,aurore.lalucq@europarl.europa.eu,FRA,S&D,org/6785,197697,https://www.europarl.europa.eu/meps/en/197697
Andrey KOVATCHEV,andrey.kovatchev@europarl.europa.eu,BGR,EPP,org/6761,97968,https://www.europarl.europa.eu/meps/en/97968
Tilly METZ,tilly.metz@europarl.europa.eu,LUX,Greens/EFA,org/6684,193292,https://www.europarl.europa.eu/meps/en/193292
Taner KABILOV,taner.kabilov@europarl.europa.eu,BGR,NI,org/6763,257256,https://www.europarl.europa.eu/meps/en/257256
Jorge MARTÍN FRÍAS,jorge.martinfrias@europarl.europa.eu,ESP,PfE,org/6871,257029,https://www.europarl.europa.eu/meps/en/257029
Luděk NIEDERMAYER,ludek.niedermayer@europarl.europa.eu,CZE,EPP,org/6793,124701,https://www.europarl.europa.eu/meps/en/124701
Rudi KENNES,rudi.kennes@europarl.europa.eu,BEL,The Left,org/6950,256890,https://www.europarl.europa.eu/meps/en/256890
Diego SOLIER,diego.solierfernandez@europarl.europa.eu,ESP,ECR,org/6828,257021,https://www.europarl.europa.eu/meps/en/257021
Rada LAYKOVA,rada.laykova@europarl.europa.eu,BGR,ESN,org/6648,257262,https://www.europarl.europa.eu/meps/en/257262
Dóra DÁVID,dora.david@europarl.europa.eu,HUN,EPP,org/6847,256862,https://www.europarl.europa.eu/meps/en/256862
Gaetano PEDULLA',gaetano.pedulla@europarl.europa.eu,ITA,The Left,org/6674,257126,https://www.europarl.europa.eu/meps/en/257126
Elena NEVADO DEL CAMPO,elena.nevadodelcampo@europarl.europa.eu,ESP,EPP,org/6666,257039,https://www.europarl.europa.eu/meps/en/257039
Sibylle BERG,sibylle.berg@europarl.europa.eu,DEU,NI,org/6803,256960,https://www.europarl.europa.eu/meps/en/256960
Sebastian EVERDING,sebastian.everding@europarl.europa.eu,DEU,The Left,org/6808,256961,https://www.europarl.europa.eu/meps/en/256961
Daniele POLATO,daniele.polato@europarl.europa.eu,ITA,ECR,org/6831,257145,https://www.europarl.europa.eu/meps/en/257145
Kathleen FUNCHION,kathleen.funchion@europarl.europa.eu,IRL,The Left,org/6740,257299,https://www.europarl.europa.eu/meps/en/257299
Alexandr VONDRA,alexandr.vondra@europarl.europa.eu,CZE,ECR,org/6768,197537,https://www.europarl.europa.eu/meps/en/197537
Nacho SÁNCHEZ AMOR,nacho.sanchezamor@europarl.europa.eu,ESP,S&D,org/6667,197722,https://www.europarl.europa.eu/meps/en/197722
Moritz KÖRNER,moritz.koerner@europarl.europa.eu,DEU,Renew,org/6774,197445,https://www.europarl.europa.eu/meps/en/197445
Mariusz KAMIŃSKI,mariusz.kaminski@europarl.europa.eu,POL,ECR,org/6702,257056,https://www.europarl.europa.eu/meps/en/257056
Lucia YAR,lucia.yar@europarl.europa.eu,SVK,Renew,org/6874,257011,https://www.europarl.europa.eu/meps/en/257011
Guillaume PELTIER,guillaume.peltier@europarl.europa.eu,FRA,ECR,org/7876,30123,https://www.europarl.europa.eu/meps/en/30123
Fabio DE MASI,fabio.demasi@europarl.europa.eu,DEU,NI,org/6850,124858,https://www.europarl.europa.eu/meps/en/124858
Gilles BOYER,gilles.boyer@europarl.europa.eu,FRA,Renew,org/6919,197577,https://www.europarl.europa.eu/meps/en/197577
Julie RECHAGNEUX,julie.rechagneux@europarl.europa.eu,FRA,PfE,org/6848,256882,https://www.europarl.europa.eu/meps/en/256882
Leila CHAIBI,leila.chaibi@europarl.europa.eu,FRA,The Left,org/6878,197529,https://www.europarl.europa.eu/meps/en/197529
Claudiu MANDA,iulian-claudiu.manda@europarl.europa.eu,ROU,S&D,org/6708,197653,https://www.europarl.europa.eu/meps/en/197653
Milan MAZUREK,milan.mazurek@europarl.europa.eu,SVK,ESN,org/6895,249982,https://www.europarl.europa.eu/meps/en/249982
Niels GEUKING,niels.geuking@europarl.europa.eu,DEU,EPP,org/6799,251874,https://www.europarl.europa.eu/meps/en/251874
Martin GÜNTHER,martin.guenther@europarl.europa.eu,DEU,The Left,org/6775,270719,https://www.europarl.europa.eu/meps/en/270719
Martin SCHIRDEWAN,martin.schirdewan@europarl.europa.eu,DEU,The Left,org/6775,190517,https://www.europarl.europa.eu/meps/en/190517
Charlie WEIMERS,charlie.weimers@europarl.europa.eu,SWE,ECR,org/6810,123562,https://www.europarl.europa.eu/meps/en/123562
Sandro RUOTOLO,sandro.ruotolo@europarl.europa.eu,ITA,S&D,org/6675,257170,https://www.europarl.europa.eu/meps/en/257170
Aleksandar NIKOLIC,aleksandar.nikolic@europarl.europa.eu,FRA,PfE,org/6848,256883,https://www.europarl.europa.eu/meps/en/256883
András LÁSZLÓ,andras.laszlo@europarl.europa.eu,HUN,PfE,NI,256860,https://www.europarl.europa.eu/meps/en/256860
Grégory ALLIONE,gregory.allione@europarl.europa.eu,FRA,Renew,org/6935,256869,https://www.europarl.europa.eu/meps/en/256869
Seán KELLY,sean.kelly@europarl.europa.eu,IRL,EPP,org/6742,96668,https://www.europarl.europa.eu/meps/en/96668
Javi LÓPEZ,javi.lopez@europarl.europa.eu,ESP,S&D,org/6816,125042,https://www.europarl.europa.eu/meps/en/125042
Loucas FOURLAS,loucas.fourlas@europarl.europa.eu,CYP,EPP,org/6764,197414,https://www.europarl.europa.eu/meps/en/197414
Alexander SELL,alexander.sell@europarl.europa.eu,DEU,ESN,org/6802,256959,https://www.europarl.europa.eu/meps/en/256959
Catherine GRISET,catherine.griset@europarl.europa.eu,FRA,PfE,org/6848,94649,https://www.europarl.europa.eu/meps/en/94649
Villy SØVNDAL,villy.sovndal@europarl.europa.eu,DNK,Greens/EFA,org/6661,111412,https://www.europarl.europa.eu/meps/en/111412
Kosma ZŁOTOWSKI,kosma.zlotowski@europarl.europa.eu,POL,ECR,org/6702,124884,https://www.europarl.europa.eu/meps/en/124884
Peter LIESE,peter.liese@europarl.europa.eu,DEU,EPP,org/6771,1927,https://www.europarl.europa.eu/meps/en/1927
Ondřej DOSTÁL,ondrej.dostal@europarl.europa.eu,CZE,NI,org/6843,256851,https://www.europarl.europa.eu/meps/en/256851
Antonio DECARO,antonio.decaro@europarl.europa.eu,ITA,S&D,org/6675,257122,https://www.europarl.europa.eu/meps/en/257122
Özlem DEMIREL,oezlem.demirel@europarl.europa.eu,DEU,The Left,org/6775,197468,https://www.europarl.europa.eu/meps/en/197468
Hanna GRONKIEWICZ-WALTZ,hanna.gronkiewicz-waltz@europarl.europa.eu,POL,EPP,org/6703,262021,https://www.europarl.europa.eu/meps/en/262021
Andreas SCHWAB,andreas.schwab@europarl.europa.eu,DEU,EPP,org/6771,28223,https://www.europarl.europa.eu/meps/en/28223
Jérémy DECERLE,jeremy.decerle@europarl.europa.eu,FRA,Renew,org/6935,197504,https://www.europarl.europa.eu/meps/en/197504
Virgil-Daniel POPESCU,virgil.popescu@europarl.europa.eu,ROU,EPP,org/6709,257107,https://www.europarl.europa.eu/meps/en/257107
Alexander JUNGBLUTH,alexander.jungbluth@europarl.europa.eu,DEU,ESN,org/6802,256941,https://www.europarl.europa.eu/meps/en/256941
Massimiliano SALINI,massimiliano.salini@europarl.europa.eu,ITA,EPP,org/6744,125670,https://www.europarl.europa.eu/meps/en/125670
Kinga KOLLÁR,kinga.kollar@europarl.europa.eu,HUN,EPP,org/6847,256861,https://www.europarl.europa.eu/meps/en/256861
Pierre JOUVET,pierre.jouvet@europarl.europa.eu,FRA,S&D,org/6728,256898,https://www.europarl.europa.eu/meps/en/256898
Mariateresa VIVALDINI,mariateresa.vivaldini@europarl.europa.eu,ITA,ECR,org/6831,257143,https://www.europarl.europa.eu/meps/en/257143
Juan Carlos GIRAUTA VIDAL,juancarlos.girautavidal@europarl.europa.eu,ESP,PfE,org/6871,125052,https://www.europarl.europa.eu/meps/en/125052
Angéline FURET,angeline.furet@europarl.europa.eu,FRA,PfE,org/6848,256896,https://www.europarl.europa.eu/meps/en/256896
Maravillas ABADÍA JOVER,maravillas.abadiajover@europarl.europa.eu,ESP,EPP,org/6666,257043,https://www.europarl.europa.eu/meps/en/257043
Verena MERTENS,verena.mertens@europarl.europa.eu,DEU,EPP,org/6771,256974,https://www.europarl.europa.eu/meps/en/256974
Adam BIELAN,adam.bielan@europarl.europa.eu,POL,ECR,org/6702,23788,https://www.europarl.europa.eu/meps/en/23788
Rasmus NORDQVIST,rasmus.nordqvist@europarl.europa.eu,DNK,Greens/EFA,org/6661,257044,https://www.europarl.europa.eu/meps/en/257044
Andrea WECHSLER,andrea.wechsler@europarl.europa.eu,DEU,EPP,org/6771,256977,https://www.europarl.europa.eu/meps/en/256977
Nela RIEHL,nela.riehl@europarl.europa.eu,DEU,Greens/EFA,org/6859,256964,https://www.europarl.europa.eu/meps/en/256964
Margarita DE LA PISA CARRIÓN,margarita.delapisa@europarl.europa.eu,ESP,PfE,org/6871,204414,https://www.europarl.europa.eu/meps/en/204414
Elissavet VOZEMBERG-VRIONIDI,elissavet.vozemberg@europarl.europa.eu,GRC,EPP,org/6730,125065,https://www.europarl.europa.eu/meps/en/125065
Regina DOHERTY,regina.doherty@europarl.europa.eu,IRL,EPP,org/6742,257237,https://www.europarl.europa.eu/meps/en/257237
Anne-Sophie FRIGOUT,anne-sophie.frigout@europarl.europa.eu,FRA,PfE,org/6848,256876,https://www.europarl.europa.eu/meps/en/256876
Julien SANCHEZ,julien.sanchez@europarl.europa.eu,FRA,PfE,org/6848,88552,https://www.europarl.europa.eu/meps/en/88552
Marion MARÉCHAL,marion.marechal@europarl.europa.eu,FRA,ECR,org/7876,256922,https://www.europarl.europa.eu/meps/en/256922
Matej TONIN,matej.tonin@europarl.europa.eu,SVN,EPP,org/6720,219652,https://www.europarl.europa.eu/meps/en/219652
Roberts ZĪLE,roberts.zile@europarl.europa.eu,LVA,ECR,org/6685,28615,https://www.europarl.europa.eu/meps/en/28615
Isabel SERRA SÁNCHEZ,isabel.serrasanchez@europarl.europa.eu,ESP,The Left,org/6811,257009,https://www.europarl.europa.eu/meps/en/257009
Giovanni CROSETTO,giovanni.crosetto@europarl.europa.eu,ITA,ECR,org/6831,257094,https://www.europarl.europa.eu/meps/en/257094
Robert BIEDROŃ,robert.biedron@europarl.europa.eu,POL,S&D,org/6899,197498,https://www.europarl.europa.eu/meps/en/197498
Giuseppe MILAZZO,giuseppe.milazzo@europarl.europa.eu,ITA,ECR,org/6831,197824,https://www.europarl.europa.eu/meps/en/197824
Jeroen LENAERS,jeroen.lenaers@europarl.europa.eu,NLD,EPP,org/6697,95074,https://www.europarl.europa.eu/meps/en/95074
Ondřej KNOTEK,ondrej.knotek@europarl.europa.eu,CZE,PfE,org/6794,197528,https://www.europarl.europa.eu/meps/en/197528
Irmhild BOSSDORF,irmhild.bossdorf@europarl.europa.eu,DEU,ESN,org/6802,256945,https://www.europarl.europa.eu/meps/en/256945
Fredis BELERIS,fredis.beleris@europarl.europa.eu,GRC,EPP,org/6730,256947,https://www.europarl.europa.eu/meps/en/256947
Marit MAIJ,marit.maij@europarl.europa.eu,NLD,S&D,org/7952,91636,https://www.europarl.europa.eu/meps/en/91636
Cristina MAESTRE,cristina.maestre@europarl.europa.eu,ESP,S&D,org/6667,197719,https://www.europarl.europa.eu/meps/en/197719
Galato ALEXANDRAKI,galato.alexandraki@europarl.europa.eu,GRC,ECR,org/6781,256956,https://www.europarl.europa.eu/meps/en/256956
Li ANDERSSON,li.andersson@europarl.europa.eu,FIN,The Left,org/6795,256805,https://www.europarl.europa.eu/meps/en/256805
Antonio LÓPEZ-ISTÚRIZ WHITE,antonio.lopezisturiz@europarl.europa.eu,ESP,EPP,org/6666,28399,https://www.europarl.europa.eu/meps/en/28399
Jordan BARDELLA,jordan.bardella@europarl.europa.eu,FRA,PfE,org/6848,131580,https://www.europarl.europa.eu/meps/en/131580
Raphaël GLUCKSMANN,raphael.glucksmann@europarl.europa.eu,FRA,S&D,org/6785,197694,https://www.europarl.europa.eu/meps/en/197694
Roberta METSOLA,roberta.metsola@europarl.europa.eu,MLT,EPP,org/6690,118859,https://www.europarl.europa.eu/meps/en/118859
Tomislav SOKOL,tomislav.sokol@europarl.europa.eu,HRV,EPP,org/6734,197417,https://www.europarl.europa.eu/meps/en/197417
Alessandro CIRIANI,alessandro.ciriani@europarl.europa.eu,ITA,ECR,org/6831,257147,https://www.europarl.europa.eu/meps/en/257147
Manuela RIPA,manuela.ripa@europarl.europa.eu,DEU,EPP,org/6801,206158,https://www.europarl.europa.eu/meps/en/206158
György HÖLVÉNYI,gyorgy.holvenyi@europarl.europa.eu,HUN,PfE,org/6818,124715,https://www.europarl.europa.eu/meps/en/124715
Kamila GASIUK-PIHOWICZ,kamila.gasiuk-pihowicz@europarl.europa.eu,POL,EPP,org/6703,257032,https://www.europarl.europa.eu/meps/en/257032
Rima HASSAN,rima.hassan@europarl.europa.eu,FRA,The Left,org/6878,256912,https://www.europarl.europa.eu/meps/en/256912
Michalis HADJIPANTELA,michael.hadjipantela@europarl.europa.eu,CYP,EPP,org/6764,256985,https://www.europarl.europa.eu/meps/en/256985
José CEPEDA,jose.cepeda@europarl.europa.eu,ESP,S&D,org/6667,257002,https://www.europarl.europa.eu/meps/en/257002
Nicolas BAY,nicolas.bay@europarl.europa.eu,FRA,ECR,org/7876,124760,https://www.europarl.europa.eu/meps/en/124760
Marina KALJURAND,marina.kaljurand@europarl.europa.eu,EST,S&D,org/6665,197491,https://www.europarl.europa.eu/meps/en/197491
Gabriela FIREA,gabriela.firea@europarl.europa.eu,ROU,S&D,org/6708,257098,https://www.europarl.europa.eu/meps/en/257098
Geadis GEADI,geadis.geadi@europarl.europa.eu,CYP,ECR,org/6924,256986,https://www.europarl.europa.eu/meps/en/256986
Eric SARGIACOMO,eric.sargiacomo@europarl.europa.eu,FRA,S&D,org/6728,256905,https://www.europarl.europa.eu/meps/en/256905
Małgorzata GOSIEWSKA,malgorzata.gosiewska@europarl.europa.eu,POL,ECR,org/6702,257055,https://www.europarl.europa.eu/meps/en/257055
Georgiana TEODORESCU,georgiana.teodorescu@europarl.europa.eu,ROU,ECR,org/6915,257116,https://www.europarl.europa.eu/meps/en/257116
Željana ZOVKO,zeljana.zovko@europarl.europa.eu,HRV,EPP,org/6734,185341,https://www.europarl.europa.eu/meps/en/185341
Chloé RIDEL,chloe.ridel@europarl.europa.eu,FRA,S&D,org/6728,256904,https://www.europarl.europa.eu/meps/en/256904
Ľudovít ÓDOR,ludovit.odor@europarl.europa.eu,SVK,Renew,org/6874,257010,https://www.europarl.europa.eu/meps/en/257010
Sérgio HUMBERTO,sergio.humberto@europarl.europa.eu,PRT,EPP,org/6640,257065,https://www.europarl.europa.eu/meps/en/257065
Sebastian TYNKKYNEN,sebastian.tynkkynen@europarl.europa.eu,FIN,ECR,org/6670,256806,https://www.europarl.europa.eu/meps/en/256806
Gordan BOSANAC,gordan.bosanac@europarl.europa.eu,HRV,Greens/EFA,org/6647,256995,https://www.europarl.europa.eu/meps/en/256995
Hans NEUHOFF,hans.neuhoff@europarl.europa.eu,DEU,ESN,org/6802,256944,https://www.europarl.europa.eu/meps/en/256944
András GYÜRK,andras.gyurk@europarl.europa.eu,HUN,PfE,NI,23816,https://www.europarl.europa.eu/meps/en/23816
Abir AL-SAHLANI,abir.alsahlani@europarl.europa.eu,SWE,Renew,org/6716,197400,https://www.europarl.europa.eu/meps/en/197400
Tineke STRIK,tineke.strik@europarl.europa.eu,NLD,Greens/EFA,org/7952,197772,https://www.europarl.europa.eu/meps/en/197772
Iuliu WINKLER,iuliu.winkler@europarl.europa.eu,ROU,EPP,org/6711,39725,https://www.europarl.europa.eu/meps/en/39725
Patryk JAKI,patryktomasz.jaki@europarl.europa.eu,POL,ECR,org/6700,197516,https://www.europarl.europa.eu/meps/en/197516
Krzysztof ŚMISZEK,krzysztof.smiszek@europarl.europa.eu,POL,S&D,org/6899,257085,https://www.europarl.europa.eu/meps/en/257085
Piotr MÜLLER,piotr.muller@europarl.europa.eu,POL,ECR,org/6702,257080,https://www.europarl.europa.eu/meps/en/257080
Arno BAUSEMER,arno.bausemer@europarl.europa.eu,DEU,ESN,org/6802,256948,https://www.europarl.europa.eu/meps/en/256948
Borja GIMÉNEZ LARRAZ,borja.gimenezlarraz@europarl.europa.eu,ESP,EPP,org/6666,125204,https://www.europarl.europa.eu/meps/en/125204
Loránt VINCZE,lorant.vincze@europarl.europa.eu,ROU,EPP,org/6711,98582,https://www.europarl.europa.eu/meps/en/98582
Giuseppe LUPO,giuseppe.lupo@europarl.europa.eu,ITA,S&D,org/6675,257124,https://www.europarl.europa.eu/meps/en/257124
Tobiasz BOCHEŃSKI,tobiasz.bochenski@europarl.europa.eu,POL,ECR,org/6702,257073,https://www.europarl.europa.eu/meps/en/257073
Nils UŠAKOVS,nils.usakovs@europarl.europa.eu,LVA,S&D,org/6686,197810,https://www.europarl.europa.eu/meps/en/197810
Elżbieta Katarzyna ŁUKACIJEWSKA,elzbieta.lukacijewska@europarl.europa.eu,POL,EPP,org/6703,96791,https://www.europarl.europa.eu/meps/en/96791
Brando BENIFEI,brando.benifei@europarl.europa.eu,ITA,S&D,org/6675,124867,https://www.europarl.europa.eu/meps/en/124867
Hildegard BENTELE,hildegard.bentele@europarl.europa.eu,DEU,EPP,org/6771,197408,https://www.europarl.europa.eu/meps/en/197408
Aldo PATRICIELLO,aldo.patriciello@europarl.europa.eu,ITA,PfE,org/6870,36392,https://www.europarl.europa.eu/meps/en/36392
Lefteris NIKOLAOU-ALAVANOS,lefteris.nikolaou@europarl.europa.eu,GRC,NI,org/6733,197734,https://www.europarl.europa.eu/meps/en/197734
Catarina VIEIRA,Catarina.VIEIRA@europarl.europa.eu,NLD,Greens/EFA,org/7952,257437,https://www.europarl.europa.eu/meps/en/257437
Joachim Stanisław BRUDZIŃSKI,joachim.brudzinski@europarl.europa.eu,POL,ECR,org/6702,197501,https://www.europarl.europa.eu/meps/en/197501
Christine SINGER,christine.singer@europarl.europa.eu,DEU,Renew,org/6807,256946,https://www.europarl.europa.eu/meps/en/256946
Gilles PENNELLE,gilles.pennelle@europarl.europa.eu,FRA,PfE,org/6848,126699,https://www.europarl.europa.eu/meps/en/126699
Anders VISTISEN,anders.vistisen@europarl.europa.eu,DNK,PfE,org/6662,124875,https://www.europarl.europa.eu/meps/en/124875
Virginie JORON,virginie.joron@europarl.europa.eu,FRA,PfE,org/6848,197627,https://www.europarl.europa.eu/meps/en/197627
Luis-Vicențiu LAZARUS,luis.lazarus@europarl.europa.eu,ROU,NI,org/7978,257118,https://www.europarl.europa.eu/meps/en/257118
Angelika WINZIG,angelika.winzig@europarl.europa.eu,AUT,EPP,org/6745,197652,https://www.europarl.europa.eu/meps/en/197652
Raúl DE LA HOZ QUINTANO,raul.delahoz@europarl.europa.eu,ESP,EPP,org/6666,257030,https://www.europarl.europa.eu/meps/en/257030
Maciej WĄSIK,maciej.wasik@europarl.europa.eu,POL,ECR,org/6702,257052,https://www.europarl.europa.eu/meps/en/257052
Jonas SJÖSTEDT,jonas.sjostedt@europarl.europa.eu,SWE,The Left,org/6718,2268,https://www.europarl.europa.eu/meps/en/2268
Laurent CASTILLO,laurent.castillo@europarl.europa.eu,FRA,PfE,org/7921,256921,https://www.europarl.europa.eu/meps/en/256921
Veronika CIFROVÁ OSTRIHOŇOVÁ,veronika.ostrihonova@europarl.europa.eu,SVK,Renew,org/6874,257014,https://www.europarl.europa.eu/meps/en/257014
Helmut BRANDSTÄTTER,helmut.brandstaetter@europarl.europa.eu,AUT,Renew,org/6749,256841,https://www.europarl.europa.eu/meps/en/256841
Jacek PROTAS,jacek.protas@europarl.europa.eu,POL,EPP,org/6703,257041,https://www.europarl.europa.eu/meps/en/257041
Jörgen WARBORN,jorgen.warborn@europarl.europa.eu,SWE,EPP,org/6713,197405,https://www.europarl.europa.eu/meps/en/197405
Hana JALLOUL MURO,hana.jalloulmuro@europarl.europa.eu,ESP,S&D,org/6667,256992,https://www.europarl.europa.eu/meps/en/256992
Pascal ARIMONT,pascal.arimont@europarl.europa.eu,BEL,EPP,org/6760,24922,https://www.europarl.europa.eu/meps/en/24922
Vilija BLINKEVIČIŪTĖ,vilija.blinkeviciute@europarl.europa.eu,LTU,S&D,org/6797,96681,https://www.europarl.europa.eu/meps/en/96681
Delara BURKHARDT,delara.burkhardt@europarl.europa.eu,DEU,S&D,org/6772,197440,https://www.europarl.europa.eu/meps/en/197440
Michael BLOSS,michael.bloss@europarl.europa.eu,DEU,Greens/EFA,org/6773,197449,https://www.europarl.europa.eu/meps/en/197449
Eszter LAKOS,eszter.lakos@europarl.europa.eu,HUN,EPP,org/6847,256865,https://www.europarl.europa.eu/meps/en/256865
Elena YONCHEVA,elena.yoncheva@europarl.europa.eu,BGR,NI,org/6763,197842,https://www.europarl.europa.eu/meps/en/197842
Bartłomiej SIENKIEWICZ,bartlomiej.sienkiewicz@europarl.europa.eu,POL,EPP,org/6703,86057,https://www.europarl.europa.eu/meps/en/86057
Ivan DAVID,ivan.david@europarl.europa.eu,CZE,ESN,org/6864,197556,https://www.europarl.europa.eu/meps/en/197556
Nora JUNCO GARCÍA,nora.juncogarcia@europarl.europa.eu,ESP,ECR,org/6828,257022,https://www.europarl.europa.eu/meps/en/257022
Roman HAIDER,roman.haider@europarl.europa.eu,AUT,PfE,org/6747,198176,https://www.europarl.europa.eu/meps/en/198176
Andreas GLÜCK,andreas.glueck@europarl.europa.eu,DEU,Renew,org/6774,197443,https://www.europarl.europa.eu/meps/en/197443
Alexander BERNHUBER,alexander.bernhuber@europarl.europa.eu,AUT,EPP,org/6745,197648,https://www.europarl.europa.eu/meps/en/197648
Andrey NOVAKOV,andrey.novakov@europarl.europa.eu,BGR,EPP,org/6761,107212,https://www.europarl.europa.eu/meps/en/107212
Alexandre VARAUT,alexandre.varaut@europarl.europa.eu,FRA,PfE,org/6848,5736,https://www.europarl.europa.eu/meps/en/5736
Svenja HAHN,svenja.hahn@europarl.europa.eu,DEU,Renew,org/6774,197444,https://www.europarl.europa.eu/meps/en/197444
Rachel BLOM,rachel.blom@europarl.europa.eu,NLD,PfE,org/6696,256998,https://www.europarl.europa.eu/meps/en/256998
Siegfried MUREŞAN,siegfried.muresan@europarl.europa.eu,ROU,EPP,org/6709,124802,https://www.europarl.europa.eu/meps/en/124802
Jüri RATAS,juri.ratas@europarl.europa.eu,EST,EPP,org/6849,188096,https://www.europarl.europa.eu/meps/en/188096
Viktória FERENC,viktoria.ferenc@europarl.europa.eu,HUN,PfE,NI,256857,https://www.europarl.europa.eu/meps/en/256857
Emma WIESNER,emma.wiesner@europarl.europa.eu,SWE,Renew,org/6716,214839,https://www.europarl.europa.eu/meps/en/214839
Csaba DÖMÖTÖR,csaba.domotor@europarl.europa.eu,HUN,PfE,NI,260724,https://www.europarl.europa.eu/meps/en/260724
Jeannette BALJEU,jeannettenicole.baljeu@europarl.europa.eu,NLD,Renew,org/6691,257003,https://www.europarl.europa.eu/meps/en/257003
Anna Maria CISINT,anna.cisint@europarl.europa.eu,ITA,PfE,org/6870,257131,https://www.europarl.europa.eu/meps/en/257131
